name,project_link,owner,address,area,sell_date,progress,price,scale,latlong,page_number
"
The Golden Palm Lê Văn Lương
",https://batdongsan.com.vn/can-ho-chung-cu-thanh-xuan/the-golden-palm-le-van-luong-pj2417,Công ty CP xây dựng số 1 Hà Nội,"Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",5.859 m²,10/2015 đến quý I/2018,"
Đang thi công
",34 triệu/m²,Gồm 3 tầng hầm và 27 tầng nổi,"21.006311416626,105.807479858398",p47
"
N01-T2 Ngoại Giao Đoàn
",https://batdongsan.com.vn/can-ho-chung-cu-bac-tu-liem/n01-t2-ngoai-giao-doan-pj2434,Công ty CP Xây dựng Bảo tàng Hồ Chí Minh,"Phường Xuân Tảo, Bắc Từ Liêm, Hà Nội",,Quý IV/2016,"
Đang thi công
",22 triệu/m²,,"21.0634899139404,105.794929504395",p46
"
Sun Grand City
",https://batdongsan.com.vn/can-ho-chung-cu-tay-ho/sun-grand-city-pj2420,Tập đoàn Sun Group,"Số 69B Thụy Khuê, Phường Thụy Khuê, Tây Hồ, Hà Nội",16.000 m²,Quý I/2018,"
Đang thi công
",59 triệu/m²,"Gồm 2 tòa S1 (21 tầng nổi và 4 tầng hầm) và S2 ( 23 tầng nổi, 5 tầng hầm)","21.0411720275879,105.825096130371",p47
"
Him Lam Thạch Bàn 2
",https://batdongsan.com.vn/can-ho-chung-cu-long-bien/him-lam-thach-ban-2-pj2397,Công ty CP Him Lam,"Ngõ 191 Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",3.980 m²,Quý III/2016,"
Đã hoàn thành
",19 triệu/m²,Gồm 1 tầng hầm và 19 tầng nổi,"21.0240325927734,105.910354614258",p48
"
Mandarin Garden 2
",https://batdongsan.com.vn/can-ho-chung-cu-hoang-mai/mandarin-garden-2-pj2408,Tập đoàn Hòa Phát,"Số 493 đường Trương Định, phường Tân Mai, Hoàng Mai, Hà Nội",12.931 m²,Quý I/2018,"
Đang thi công
",30 triệu/m²,"Gồm tòa tháp A&D cao 3 tầng, tòa tháp B & C cao 25 tầng, 2 tầng hầm","20.9838600158691,105.846603393555",p48
"
Tháp doanh nhân Tower
",https://batdongsan.com.vn/can-ho-chung-cu-ha-dong/thap-doanh-nhan-tower-pj2405,Tập đoàn Anh Quân Strong ,"Số 1 Đường Thanh Bình, Phường Yết Kiêu, Hà Đông, Hà Nội",2.710 m²,Quý IV/2017,"
Đang thi công
",16.8 triệu/m²,"Dự án bao gồm 5 tầng hầm và 45 tầng nổi, 02 tầng lửng","20.9753150939941,105.78067779541",p48
"
FLC Star Tower
",https://batdongsan.com.vn/can-ho-chung-cu-ha-dong/flc-star-tower-pj2407,Công ty Cổ phần Tập đoàn FLC,"Số 418 đường Quang Trung, phường Quang Trung, Hà Đông, Hà Nội",3.435 m²,Quý IV/2017,"
Đang thi công
",17 triệu/m²,"gồm 37 tầng,  4 tầng hầm và 2 tầng trung tâm thương mại","20.9625549316406,105.765251159668",p48
"
The Golden Star
",https://batdongsan.com.vn/can-ho-chung-cu-quan-7/the-golden-star-pj2402,Công ty CP Đầu tư bất động sản Hưng Lộc Phát,"Số 72 đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Hồ Chí Minh",9.229 m²,,"
Đang thi công
",,Gồm 2 block cao 26 tầng,"10.7379093170166,106.726455688477",p48
"
Trương Định Complex
",https://batdongsan.com.vn/can-ho-chung-cu-hai-ba-trung/truong-dinh-complex-pj2404,Công ty CP Đầu tư và Phát triển nhà Hà Nội 22 (Handico 22),"129D đường Trương Định, Hai Bà Trưng, Hà Nội",4.738 m²,Quý II/2017,"
Đang thi công
",22 triệu/m²,Tòa tháp cao 18 tầng (không kể 01 tầng hầm),"20.9922981262207,105.849449157715",p48
"
Veranda Vũng Tàu
",https://batdongsan.com.vn/can-ho-chung-cu-vung-tau-vt/veranda-vung-tau-pj2403,,"Đường Nguyễn An Ninh, Phường 8, Vũng Tàu, Bà Rịa Vũng Tàu",11.000 m²,Quý II/2017,"
Đang thi công
",,"3-5 block từ 18- 20 tầng, khoảng 1200 căn hộ","10.353404045105,107.100051879883",p48
"
Citadines Bình Dương
",https://batdongsan.com.vn/can-ho-chung-cu-thuan-an-bd/citadines-binh-duong-pj2394,Công ty CP Tổ chức Nhà Quốc Gia,"Đường Quốc Lộ 13, Phường Thuận Giao, Thuận An, Bình Dương",,,"
Đang cập nhật
",,Gồm 200 căn hộ từ 1-3 phòng ngủ,"10.9338178634644,106.709968566895",p48
"
Botanica Premier
",https://batdongsan.com.vn/can-ho-chung-cu-tan-binh/botanica-premier-pj2396,Novaland Group,"Đường Hồng Hà, Phường 2, Tân Bình, Hồ Chí Minh",17.777 m²,Quý IV/2018,"
Đang thi công
",28 triệu/m²,Gồm 3 Block cao 20 tầng và 2 tầng hầm,"10.8120403289795,106.669937133789",p48
"
Soho Premier
",https://batdongsan.com.vn/can-ho-chung-cu-binh-thanh/soho-premier-pj2400,Tổng công ty xây dựng Sài Gòn,"Số 636 A Xô Viết Nghệ Tĩnh, phường 25, quận Bình Thạnh, Tp.HCM",3.128 m²,Quý IV năm 2017,"
Đang thi công
",25 triệu/m²,Gồm 15 tầng căn hộ và 1 tầng hầm,"10.8118553161621,106.716735839844",p48
"
Sài Gòn Mia
",https://batdongsan.com.vn/can-ho-chung-cu-binh-chanh/sai-gon-mia-pj2373,Công ty CP Đầu tư Kinh doanh Địa ốc Hưng Thịnh,"Đường Số 9A, Bình Chánh, Hồ Chí Minh",15.126 m²,,"
Đang thi công
",,"Gồm 3 block, 27 tầng nổi và 2 tầng hầm","10.7324867248535,106.690048217773",p49
"
Gia Phát Apartment
",https://batdongsan.com.vn/can-ho-chung-cu-go-vap/gia-phat-apartment-pj2374,Công ty TNHH Đầu tư Kinh doanh và Phát triển Dự án Thăng Long,"Đường Lê Đức Thọ, Phường 17, Gò Vấp, Hồ Chí Minh",1.685 m²,Tháng 10/2016,"
Đang thi công
",21 triệu/m²,Gồm 1 block cao 14 tầng,"10.8439273834229,106.673698425293",p49
"
FLC Green Apartment
",https://batdongsan.com.vn/can-ho-chung-cu-nam-tu-liem/flc-green-apartment-pj2378,Công ty Cổ phần Tập đoàn FLC,"18 Đường Phạm Hùng, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",10.629 m²,Quý IV/2017,"
Đang thi công
",,"Tòa nhà cao : 35 tầng, gần 500 căn hộ","21.0295124053955,105.779083251953",p49
"
Viva Riverside
",https://batdongsan.com.vn/can-ho-chung-cu-quan-6/viva-riverside-pj2390,Công ty CP Thương mại Địa ốc Việt ,"Số 1472 Võ Văn Kiệt, phường 3, quận 6, Tp.HCM",7.466 m²,,"
Đang thi công
",25.5 triệu/m²,Gồm 2 khối nhà cao 25 tầng,"10.7425527572632,106.647445678711",p49
"
Samland Riverside
",https://batdongsan.com.vn/can-ho-chung-cu-binh-thanh/samland-riverside-pj2388,Công ty CP Địa ốc Sacom,"Số 147 Ung Văn Khiêm, phường 25, quận Bình Thạnh, Tp.HCM",1.798 m²,Quý II năm 2018,"
Đang thi công
",28 triệu/m²,"Cao 22 tầng, 2 tầng gửi xe với tổng cộng 138 căn hộ","10.8070125579834,106.718154907227",p49
"
Tứ Hiệp Plaza
",https://batdongsan.com.vn/can-ho-chung-cu-thanh-tri/tu-hiep-plaza-pj2385,Công ty CP Thương mại và Dịch vụ Tổng hợp Vinh Hạnh,"Xã Tứ Hiệp, Thanh Trì, Hà Nội",15.715 m²,Quý I/2018,"
Đang thi công
",17 triệu/m²,"32 tầng nổi, 02 tầng hầm","20.9525890350342,105.851852416992",p49
"
Tabudec Plaza
",https://batdongsan.com.vn/can-ho-chung-cu-thanh-tri/tabudec-plaza-pj2389,Công ty CP xây dựng và phát triển nhà và thương mại,"Số 16 Phan Trọng Tuệ, xã Tả Thanh Oai, Thanh Trì, Hà Nội",5.546 m²,28/11/2015 đến Quý III/2017,"
Đang thi công
",17.5 triệu/m²,"Dự án là tòa nhà hỗn hợp 25 tầng, 2 tầng hầm, 4 tầng dịch vụ thương mại và 21 tầng căn hộ","20.9585666656494,105.802192687988",p49
"
Bình Giã Resident
",https://batdongsan.com.vn/can-ho-chung-cu-vung-tau-vt/binh-gia-resident-pj2392,Công ty CP Phát triển nhà Bà Rịa - Vũng Tàu (HODECO),"Đường Bình Giã, Phường 8, Vũng Tàu, Bà Rịa Vũng Tàu",3.261 m²,,"
Đang thi công
",14.29 triệu/m²,Gồm: 20 tầng và 1 tầng hầm,"10.3551063537598,107.092552185059",p49
"
9 View Apartment
",https://batdongsan.com.vn/can-ho-chung-cu-quan-9/9-view-apartment-pj2377,Công ty CP Đầu tư Kinh doanh Địa ốc Hưng Thịnh,"Đường Tăng Nhơn Phú, Phường Phước Long B, Quận 9, Hồ Chí Minh",12.627 m²,,"
Đang thi công
",15 triệu/m²,"Dự án cao 18 tầng, gồm 3 block A - B – C với tổng số 690 căn hộ","10.8291959762573,106.773590087891",p49
"
The Golden An Khánh 32T
",https://batdongsan.com.vn/can-ho-chung-cu-hoai-duc/the-golden-an-khanh-32t-pj2380,Công ty CP Sông Đà - Hoàng Long ,"Xã An Khánh, Hoài Đức, Hà Nội",23.887 m²,Tháng 3/2018,"
Đang thi công
",13 triệu/m²,"Gồm 3 tòa tháp A, B, C","21.0048503875732,105.728103637695",p49
"
Chung cư CT3 Yên Nghĩa
",https://batdongsan.com.vn/can-ho-chung-cu-ha-dong/chung-cu-ct3-yen-nghia-pj2358,Tổng công ty đầu tư phát triển nhà và đô thị Bộ Quốc Phòng,"Bảo tàng đường Hồ Chí Minh, Phường Yên Nghĩa, Hà Đông, Hà Nội",60.435 m²,Quý I/2016,"
Đang thi công
",9.7 triệu/m²,19 tầng,"20.9555130004883,105.744644165039",p50
"
Golden Field Mỹ Đình
",https://batdongsan.com.vn/can-ho-chung-cu-nam-tu-liem/golden-field-my-dinh-pj2350,Công ty Cổ phần Địa ốc MB,"Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội",4.435 m²,Quý IV/2017,"
Đang thi công
",27 triệu/m²,Tòa nhà 30 tầng nổi và 3 tầng hầm,"21.0351047515869,105.76554107666",p50
"
CC1 Hà Đô Parkside
",https://batdongsan.com.vn/can-ho-chung-cu-cau-giay/cc1-ha-do-parkside-pj2355,Tập đoàn Hà Đô,"Phường Dịch Vọng, quận Cầu Giấy, TP. Hà Nội",2.206 m²,Quý II/2017,"
Đang thi công
",33 triệu/m²,Gồm 17 tầng nổi và 2 tầng hầm với tổng số 135 căn hộ,"21.0347061157227,105.792343139648",p50
"
Gemek Premium
",https://batdongsan.com.vn/can-ho-chung-cu-hoai-duc/gemek-premium-pj2372,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco,"Phố Lê Trọng Tấn, Xã An Khánh, Hoài Đức, Hà Nội",6.936 m²,Quý II/2017,"
Đang thi công
",14.7 triệu/m²,Gồm 2 tòa nhà cao 34 tầng và 1 tầng hầm,"21.0029811859131,105.732055664063",p50
"
Palacio Garden
",https://batdongsan.com.vn/can-ho-chung-cu-tan-binh/palacio-garden-pj2367,,"Số 678 Âu Cơ, phường 14, Tân Bình, Tp.HCM",22.000 m²,,"
Đang thi công
",,Gồm 4 Block,"10.7869577407837,106.642051696777",p50
"
Newton Residence
",https://batdongsan.com.vn/can-ho-chung-cu-phu-nhuan/newton-residence-pj2366,Novaland Group,"Đường Trương Quốc Dung, Phường 9, Phú Nhuận, Hồ Chí Minh",2.807 m²,,"
Đang thi công
",,"1 tháp căn hộ bao gồm 20 tầng, hồ bơi tầng thượng","10.7987232208252,106.673065185547",p50
"
Viwaseen Tower
",https://batdongsan.com.vn/can-ho-chung-cu-nam-tu-liem/viwaseen-tower-pj2357,Tổng công ty Đầu tư nước và Môi trường Việt Nam - CTCP ,"Phường Trung Văn, Nam Từ Liêm, Hà Nội",8.209 m²,Quý I/2018,"
Đang thi công
",25 triệu/m²,"Gồm khối văn phòng 25 tầng, khối chung cư 19 tầng, 2 tầng hầm, 3 tầng thương mại","20.9891700744629,105.783531188965",p50
"
M-One Nam Sài Gòn
",https://batdongsan.com.vn/can-ho-chung-cu-quan-7/m-one-nam-sai-gon-pj2371,Công ty CP Đầu tư Thảo Điền,"Đường Bế Văn Cấm, Phường Tân Kiểng, Quận 7, Hồ Chí Minh",13.904 m²,Quý II/2017,"
Đang thi công
",26 triệu/m²,Gồm 2 tháp T1 và T2,"10.750825881958,106.709579467773",p50
"
Carillon 5
",https://batdongsan.com.vn/can-ho-chung-cu-tan-phu/carillon-5-pj2353,Công ty Cổ phần Địa ốc Sài Gòn Thương Tín,"Số 262 Lũy Bán Bích, Phường Hòa Thạnh, Tân Phú, Hồ Chí Minh",3.029 m²,Quý IV/2017,"
Đang thi công
",21 triệu/m²,"gồm 1 tầng hầm suốt, 1 hầm lửng và 20 tầng nổi","10.7722568511963,106.63240814209",p50
"
Summer Square
",https://batdongsan.com.vn/can-ho-chung-cu-quan-6/summer-square-pj2356,Công ty TNHH Gotec Việt Nam,"Số 243 đường Tân Hòa Đông, Phường 14, Quận 6, Hồ Chí Minh",32.015 m²,Quý II/2017,"
Đang thi công
",20 triệu/m²,Gồm 2 block cao 18 tầng với 256 căn hộ,"10.7594337463379,106.625267028809",p50
"
Imperial Plaza
",https://batdongsan.com.vn/can-ho-chung-cu-thanh-xuan/imperial-plaza-pj2340,Công ty CP Đầu tư và Thương mại Thăng Long,"360 Đường Giải Phóng, Phường Phương Liệt, Thanh Xuân, Hà Nội",36.702 m²,Quý IV/2017,"
Đang thi công
",24 triệu/m²,Gồm 3 tòa nhà cao 30 tầng,"20.9854316711426,105.839340209961",p51
"
Happy Star Tower
",https://batdongsan.com.vn/can-ho-chung-cu-long-bien/happy-star-tower-pj2333,Công ty CP Vintep,"Phường Giang Biên, Long Biên, Hà Nội",5.527 m²,Quý IV/2016,"
Đang thi công
",17.5 triệu/m²,"Tòa nhà cao 15 tầng nổi (gồm 2 tầng thương mại, 13 tầng căn hộ) và 1 tầng hầm","21.0600395202637,105.913650512695",p51
"
Alphanam Luxury Apartment
",https://batdongsan.com.vn/can-ho-chung-cu-son-tra-ddn/alphanam-luxury-apartment-pj2349,Công ty CP Đầu tư Alphanam,"Đường Võ Nguyên Giáp, Sơn Trà, Đà Nẵng",5.491 m²,Quý 4/2017,"
Đang thi công
",39 triệu/m²,,"16.0778884887695,108.245086669922",p51
"
De Capella
",https://batdongsan.com.vn/can-ho-chung-cu-quan-2/de-capella-pj2345,Công ty CP Quốc Cường Gia Lai,"Phố Lương Định Của, Phường An Phú, Quận 2, Hồ Chí Minh",4.684 m²,Quý IV/2018,"
Đang thi công
",,"Gồm 2 block 22 tầng: 19 tầng căn hộ cao cấp, 3 tầng thương mại và 2 tầng hầm","10.7872581481934,106.735008239746",p51
"
Luxury Home
",https://batdongsan.com.vn/can-ho-chung-cu-quan-7/luxury-home-pj2347,Công ty CP Địa ốc Sài Gòn Thương Tín,"Đường Đào Trí, phường Phú Thuận, quận 7, Tp.HCM",,,"
Đang thi công
",22.5 triệu/m²,"25 tầng - 2 block, 1296 căn hộ","10.7357740402222,106.738609313965",p51
"
Valencia Garden
",https://batdongsan.com.vn/can-ho-chung-cu-long-bien/valencia-garden-pj2344,Công ty CP Đầu tư và Phát triển Hòa Bình - HBI,"Phường Đức Giang, quận Long Biên, TP. Hà Nội",10.915 m²,Quý I/2018,"
Đang thi công
",22 triệu/m²,"Gồm 3 tòa A, B,C (tòa A, B cao 15 tầng, tòa C cao 9 tầng), khối đế cao 2 tầng","21.0558452606201,105.911750793457",p51
"
Athena Complex
",https://batdongsan.com.vn/can-ho-chung-cu-nam-tu-liem/athena-complex-pj2331,,"Đường Xuân Phương, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội",19.905 m²,Quý I/2018,"
Đang thi công
",11.8 triệu/m²,Gồm 1 tòa nhà hỗn hợp dịch vụ thương mại và căn hộ ở cao 21 tầng và 51 lô nhà ở liền kề,"21.0411815643311,105.735359191895",p51
"
Ascott Waterfront Saigon
",https://batdongsan.com.vn/can-ho-chung-cu-quan-1/ascott-waterfront-saigon-pj2335,Công ty CP Cảnh Hưng - Hải Thành ,"Số 1 Tôn Đức Thắng, phường Bến Nghé, quận 1, Hồ Chí Minh",2.190 m²,,"
Đã hoàn thành
",16 triệu/m²,"Gồm: 27 tầng, 4 tầng hầm, 1 tầng sân thượng và 1 tầng hồ bơi","10.7826147079468,106.705490112305",p51
"
Park Vista
",https://batdongsan.com.vn/can-ho-chung-cu-nha-be/park-vista-pj2337,Công ty TNHH Dịch vụ thương mại - Sản xuất - Xây dựng Đông Mê Kông,"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",24.000 m²,Quý I/2018,"
Đang thi công
",19 triệu/m²,Gồm 4 Block cao 22-24 tầng,"10.7111186981201,106.706596374512",p51
"
Eco Spring
",https://batdongsan.com.vn/can-ho-chung-cu-thanh-tri/eco-spring-pj2334,Công Ty CP Đầu Tư Xây Dựng Và Địa Ốc  An Việt Hưng,"Đường Nguyễn Xiển, Xã Tân Triều, Thanh Trì, Hà Nội",20.234 m²,Quý I/2017,"
Đang thi công
",24 triệu/m²,"Gồm 4 tòa CT1, CT2, CT3, CT4 cao 35 tầng nối và 1 tầng hầm","20.9845676422119,105.807662963867",p51
"
GoldSeason
",https://batdongsan.com.vn/can-ho-chung-cu-thanh-xuan/goldseason-pj2320,,"47 Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",22.371 m²,Quý II/2018,"
Đang thi công
",29 triệu/m²,3 khối nhà cao 35 tầng,"20.9947719573975,105.806129455566",p52
"
High Intela
",https://batdongsan.com.vn/can-ho-chung-cu-quan-8/high-intela-pj2307,Công ty CP Đầu tư LDG,"Đường Võ Văn Kiệt, phường 16, quận 8, Hồ Chí Minh",8.800 m²,,"
Đang thi công
",15.2 triệu/m²,Gồm 2 tòa cao 22 tầng,"10.7275466918945,106.622459411621",p52
"
Căn hộ Charmington
",https://batdongsan.com.vn/can-ho-chung-cu-quan-5/can-ho-charmington-pj2329,Công ty Cổ phần Địa ốc Sài Gòn Thương Tín,"Giao lộ Tản Đà – Võ Văn Kiệt - Hải Thượng Lãn Ông, phường 10, quận 5, TP. HCM",65.578 m²,,"
Đang cập nhật
",,"40 tầng, 298 căn hộ","10.7505893707275,106.663681030273",p52
"
Dream Home Palace
",https://batdongsan.com.vn/can-ho-chung-cu-quan-8/dream-home-palace-pj2325,Công ty TNHH Nhà Mơ,"Đường Trịnh Quang Nghị, Phường 7, Quận 8, Hồ Chí Minh",13.000 m²,,"
Đang thi công
",17 triệu/m²,4 Block 22 tầng với hơn 952 căn hộ,"10.707181930542,106.623657226563",p52
"
Hà Nội Paragon
",https://batdongsan.com.vn/can-ho-chung-cu-cau-giay/ha-noi-paragon-pj2322,Công ty CP Đầu tư và Thương mại Thăng Long,"Lô đất A3, Khu đô thị mới Dịch Vọng, phường Dịch Vọng Hậu, quận Cầu Giấy, TP. Hà Nội",10.623 m²,Quý IV/2017,"
Đang thi công
",28.8 triệu/m²,"Gồm 3 tòa nhà, 1 tòa văn phòng và 2 tòa chung cư","21.031177520752,105.789398193359",p52
"
Tecco Central Home
",https://batdongsan.com.vn/can-ho-chung-cu-binh-thanh/tecco-central-home-pj2312,Công ty CP Đầu tư Xây dựng và Ứng dụng Công nghệ mới (TECCO),"Nguyễn Thiện Thuật, Bình Thạnh, Hồ Chí Minh",1.400 m²,Quý IV/2017,"
Đang cập nhật
",25.7 triệu/m²,1 Block 15 tầng,"10.8055429458618,106.699165344238",p52
"
Mường Thanh Sơn Trà
",https://batdongsan.com.vn/can-ho-chung-cu-son-tra-ddn/muong-thanh-son-tra-pj2326,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên,"Đường Võ Nguyên Giáp, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",,Quý I/2017,"
Đang thi công
",,"Gồm 3 tòa nhà, căn hộ chung cư và tổ hợp khách sạn","16.0531692504883,108.248153686523",p52
"
Chung cư 282 Nguyễn Huy Tưởng
",https://batdongsan.com.vn/can-ho-chung-cu-thanh-xuan/chung-cu-282-nguyen-huy-tuong-pj2305,Công ty Xây dựng số 3 Hà Nội ,"282 Đường Nguyễn Huy Tưởng, Phường Thanh Xuân Bắc, Thanh Xuân, Hà Nội",1.700 m²,,"
Đã hoàn thành
",30 triệu/m²,Tòa nhà 17 tầng nổi,"20.9963245391846,105.802665710449",p53
"
HQC Bình Minh
",https://batdongsan.com.vn/can-ho-chung-cu-binh-minh-vl/hqc-binh-minh-pj2290,Công ty CP TV - TM - DV Địa ốc Hoàng Quân MeKong,"Xã Mỹ Hòa, thị xã Bình Minh, tỉnh Vĩnh Long",32.394 m²,,"
Đang cập nhật
",,4 cụm chung cư cao 7 tầng,"10.0254058837891,105.841598510742",p53
"
Chung cư 122 Vĩnh Tuy
",https://batdongsan.com.vn/can-ho-chung-cu-hai-ba-trung/chung-cu-122-vinh-tuy-pj2291,Tổng công ty Đầu tư Phát triển Hạ tầng đô thị - UDIC,"Số 122 đường Vĩnh Tuy, phường Vĩnh Tuy, quận Hai Bà Trưng, Hà Nội",5.524 m²,Quý IV/2016,"
Đang thi công
",21 triệu/m²,Tòa nhà cao 22 tầng nổi và 2 tầng hầm,"20.999267578125,105.87572479248",p53
"
The Avila
",https://batdongsan.com.vn/can-ho-chung-cu-quan-8/the-avila-pj2318,,"Số 114 An Dương Vương, phường 16, quận 8, Hồ Chí Minh",4.029 m²,Tháng 3/2017,"
Đang thi công
",,Gồm: 22 tầng và 1 tầng hầm,"10.7211542129517,106.619857788086",p52
"
Vinhomes Metropolis - Liễu Giai
",https://batdongsan.com.vn/can-ho-chung-cu-ba-dinh/vinhomes-metropolis-lieu-giai-pj2292,Tập đoàn Vingroup,"Số 29 Liễu Giai, phường Liễu Giai, quận Ba Đình, Hà Nội",,Quý IV?2018,"
Đang thi công
",64 triệu/m²,"Gồm 2 tòa tháp cao 30 tầng, 6 tầng TTTM, 6 tầng hầm","21.0317993164063,105.814193725586",p53
"
Gold Star Tower
",https://batdongsan.com.vn/can-ho-chung-cu-thu-dau-mot-bd/gold-star-tower-pj2293,Tổng Công ty Thương mại Xuất nhập khẩu Thanh Lễ,"22-24 Hùng Vương, phường Phú Cường, TP. Thủ Dầu Một, Bình Dương",1.175 m²,,"
Đang thi công
",,Gồm 54 căn hộ,"10.9776973724365,106.656616210938",p53
"
Chung cư Nguyễn Huy Lượng
",https://batdongsan.com.vn/can-ho-chung-cu-binh-thanh/chung-cu-nguyen-huy-luong-pj2294,Công ty CP Địa ốc Dầu khí Gia Định,"Đường Nguyễn Huy Lượng, Phường 14, Bình Thạnh, Hồ Chí Minh",6 m²,,"
Đang cập nhật
",,"Gồm: cao ốc văn phòng, căn hộ cao cấp","10.8055830001831,106.696044921875",p53
"
Chung cư Bình An
",https://batdongsan.com.vn/can-ho-chung-cu-vung-tau-vt/chung-cu-binh-an-pj2289,Công ty CP Phát triển nhà Bà Rịa - Vũng Tàu (HODECO),"Đường Bình Giã, Phường 10, Vũng Tàu, Bà Rịa Vũng Tàu",4.218 m²,,"
Đang cập nhật
",,,"10.3922510147095,107.118377685547",p53
"
Nhà ở cán bộ quân khu 7
",https://batdongsan.com.vn/can-ho-chung-cu-quan-12/nha-o-can-bo-quan-khu-7-pj2304,Tổng công ty đầu tư phát triển nhà và đô thị Bộ Quốc Phòng,"Đường Trung Mỹ Tây 2A, Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh",9.234 m²,Quý II/2016,"
Đang thi công
",13 triệu/m²,Gồm 2 block nhà cao 15 tầng,"10.8484544754028,106.614204406738",p53
